Ranking,ASIN,Name,Price,Rating,Review Count,Link,Image
51,B01KBEOL5E,"Amazon Basics Full Motion Articulating TV Wall Mount, with Swivel and Tilt, for 26"" to 55"" TVs and Flat Panels up to 80 Lbs, VESA Compatible, Black",EUR 17.01,4.6 out of 5 stars,"55,715",https://www.amazon.com/Amazon-Basics-Motion-Articulating-Mount/dp/B01KBEOL5E/ref=zg_bs_g_electronics_d_sccl_1/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/71geD2eIksL._AC_UL300_SR300,200_.jpg"
52,B09LQJBCT7,"Dosmix Retro Bluetooth Speaker, Vintage Decor, Mini Wireless Bluetooth Speaker, Cute Old Fashion Style for Kitchen Desk Bedroom Office Party Outdoor Accessories for iPhone Android (Green)",EUR 17.86,4.4 out of 5 stars,"6,529",https://www.amazon.com/Bluetooth-Portable-Wireless-Speakers-Accessories/dp/B09LQJBCT7/ref=zg_bs_g_electronics_d_sccl_2/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/71axiGLkw1L._AC_UL300_SR300,200_.jpg"
53,B09BKCDXZC,Roku Streaming Stick 4K - HDR & Dolby Vision Roku Streaming Device for TV with Voice Remote & Long-Range Wi-Fi - Free & Live TV,EUR 21.27,4.7 out of 5 stars,"93,597",https://www.amazon.com/Roku-Streaming-Device-Vision-Controls/dp/B09BKCDXZC/ref=zg_bs_g_electronics_d_sccl_3/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/81xr+BrYBwL._AC_UL300_SR300,200_.jpg"
54,B09LYF2ST7,"BERIBES Bluetooth Headphones Over Ear, 65H Playtime and 6 EQ Music Modes Wireless Headphones with Microphone, HiFi Stereo Foldable Lightweight Headset, Deep Bass for Home Office Cellphone PC Ect.",EUR 15.33,4.5 out of 5 stars,"48,521",https://www.amazon.com/BERIBES-Bluetooth-Headphones-Microphone-Lightweight/dp/B09LYF2ST7/ref=zg_bs_g_electronics_d_sccl_4/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/71sBygGN7TL._AC_UL300_SR300,200_.jpg"
55,B09FT58QQP,"TOZO A1 Wireless Earbuds Bluetooth 5.3 Light Weight in Ear IPX5 Waterproof Headphones 2 Mic for AI Calls, Immersive Premium Sound Bass Headset with Charging Case, 32 Presets EQ Customization via App",EUR 10.48,4.3 out of 5 stars,"108,031",https://www.amazon.com/A1/dp/B09FT58QQP/ref=zg_bs_g_electronics_d_sccl_5/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/71W3sbCbttL._AC_UL300_SR300,200_.jpg"
56,B08C72V1LB,KODAK Step Instant Smartphone Photo Printer - Portable Mini Color Wireless Mobile Printer - Zink 2x3” Sticky-Back Photos - Bluetooth Compatible with iOS & Android Devices - Fun Editing App - White,EUR 68.06,4.4 out of 5 stars,"22,433",https://www.amazon.com/Wireless-Printer-Compatible-Android-Bluetooth/dp/B08C72V1LB/ref=zg_bs_g_electronics_d_sccl_6/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/61uxFxuccUL._AC_UL300_SR300,200_.jpg"
57,B0BQZBMXD4,"Twelve South AirFly SE | Bluetooth Wireless Audio Transmitter Adapter for AirPods/Headphones, 20+ Hr Battery, Works with 3.5mm aux Jacks on Airplanes, TVs, Gym Equipment, and Travel",EUR 24.67,4.3 out of 5 stars,"16,784",https://www.amazon.com/Twelve-South-Transmitter-Noise-Cancelling-Headphones/dp/B0BQZBMXD4/ref=zg_bs_g_electronics_d_sccl_7/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/51J34N1VLbL._AC_UL300_SR300,200_.jpg"
58,B0BQPGJ9LQ,"JBL Vibe Beam - True Wireless JBL Deep Bass Sound Earbuds, Bluetooth 5.2, Water & Dust Resistant, Hands-free call with VoiceAware, Up to 32 hours of battery life (White)",EUR 26.91,4.2 out of 5 stars,"32,190",https://www.amazon.com/JBL-Vibe-Beam-Wireless-Headphones/dp/B0BQPGJ9LQ/ref=zg_bs_g_electronics_d_sccl_8/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/51Y8jzQuHGL._AC_UL300_SR300,200_.jpg"
59,B092J8LPWR,"Surge Protector Power Strip - HANYCONY 8 Outlets 4 USB (2 USB C) Charging Ports, Multi Plug Outlet Extender, 5Ft Braided Extension Cord, Flat Plug Wall Mount Desk Charging Station for Home Office ETL",EUR 8.50,4.8 out of 5 stars,"61,901",https://www.amazon.com/Surge-Protector-Power-Strip-Extension/dp/B092J8LPWR/ref=zg_bs_g_electronics_d_sccl_9/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/61q9hmplGFL._AC_UL300_SR300,200_.jpg"
60,B0CTP56C5R,"JBL Clip 5 - Ultra-Portable, Waterproof & Dustproof Bluetooth Speaker, Big JBL Pro Sound with Punchy bass, Integrated Carabiner, Up to 12 Hours of Play, Made in Part with Recycled Materials (Black)",EUR 46.77,4.8 out of 5 stars,"5,954",https://www.amazon.com/JBL-Clip-Ultra-Portable-Waterproof-Integrated/dp/B0CTP56C5R/ref=zg_bs_g_electronics_d_sccl_10/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/81BdIR8hyUL._AC_UL300_SR300,200_.jpg"
61,B0DC91H3JK,"Amazon Echo Show 11 (newest model), Vibrant Full-HD 11"" display with more viewing area and spatial audio, with Alexa+ Early Access, Graphite",EUR 165.92,3.8 out of 5 stars,633,https://www.amazon.com/Amazon-Echo-Show-11-Vibrant-Full-HD-11-display-Graphite-Amazon/dp/B0DC91H3JK/ref=zg_bs_g_electronics_d_sccl_11/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/61pD2pTQDJL._AC_UL300_SR300,200_.jpg"
62,B0D6J5B98H,"ROVE R2-4K DUAL Dash Cam Front and Rear, STARVIS 2 Sensor, FREE 128GB Card Included, 5G WiFi - up to 20MB/s Fastest Download Speed with App, 4K 2160P/FHD Dash Camera for Cars, 3"" IPS, 24H Parking Mode",EUR 91.46,4.5 out of 5 stars,"8,731",https://www.amazon.com/ROVE-R2-4K-DUAL-STARVIS-Included/dp/B0D6J5B98H/ref=zg_bs_g_electronics_d_sccl_12/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/81gIn+MXtyL._AC_UL300_SR300,200_.jpg"
63,B081RJ8DW1,"Gskyer Telescope, 70mm Aperture 400mm AZ Mount Astronomical Refracting Telescope for Kids Beginners - Travel Telescope with Carry Bag, Phone Adapter and Wireless Remote.",EUR 56.59,4.2 out of 5 stars,"22,092",https://www.amazon.com/Gskyer-Telescope-AZ-Astronomical-Refracting/dp/B081RJ8DW1/ref=zg_bs_g_electronics_d_sccl_13/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/71cb2RCy+aL._AC_UL300_SR300,200_.jpg"
64,B07N3WYLKZ,"Vinyl Record Player Turntable with Built-in Bluetooth Receiver & 2 Stereo Speakers, 3 Speed 3 Size Portable Retro Record Player for Entertainment and Home Decoration",EUR 36.58,4.3 out of 5 stars,"8,535",https://www.amazon.com/Bluetooth-Belt-Driven-Turntable-Speakers-Headphone/dp/B07N3WYLKZ/ref=zg_bs_g_electronics_d_sccl_14/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/71ntqXVSmKL._AC_UL300_SR300,200_.jpg"
65,B0DGXSP5VD,"Ljusmicker for AirPods 4 Case Cover 2024 with Cleaner Kit,Soft Silicone Protective Cover for Apple AirPods 4th Generation Cases for Women Men,AirPod 4 Case Accessories with Keychain-Black",EUR 5.94,4.6 out of 5 stars,"4,373",https://www.amazon.com/Ljusmicker-Protective-Generation-Accessories-Keychain-Black/dp/B0DGXSP5VD/ref=zg_bs_g_electronics_d_sccl_15/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/61-qyNVbf5L._AC_UL300_SR300,200_.jpg"
66,B0D3J85SX4,Beats Solo Buds - Wireless Bluetooth Earbuds | 18 Hours of Battery Life | Apple & Android Compatibility | Built-in Microphone - Matte Black,EUR 50.75,4.2 out of 5 stars,"5,056",https://www.amazon.com/Beats-Solo-Buds-Compatibility-Built/dp/B0D3J85SX4/ref=zg_bs_g_electronics_d_sccl_16/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/41UVm6KHuiL._AC_UL300_SR300,200_.jpg"
67,B06Y5Q4VZD,"Heavy-Duty Wrap-It Storage Straps (Assorted 6 Pack) - Stocking Stuffer for Dad Extension Cord Organizer, Cable Straps for RV Accessories",EUR 11.33,4.8 out of 5 stars,"17,562",https://www.amazon.com/Wrap-Heavy-Duty-Storage-Straps-Variety/dp/B06Y5Q4VZD/ref=zg_bs_g_electronics_d_sccl_17/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/81j6o370VCL._AC_UL300_SR300,200_.jpg"
68,B01MTB55WH,"Anker Soundcore 2 Portable Bluetooth Speaker with Stereo Sound, Bluetooth 5, Bassup, IPX7 Waterproof, 24-Hour Playtime, Wireless Stereo Pairing, Speaker for Home, Outdoors, Travel",EUR 38.28,4.5 out of 5 stars,"143,446",https://www.amazon.com/Anker-Soundcore-Bluetooth-Exclusive-Water-Resistant/dp/B01MTB55WH/ref=zg_bs_g_electronics_d_sccl_18/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/614l20nEhmL._AC_UL300_SR300,200_.jpg"
69,B0C6DXY5KC,"Dylanto Kids Camera Instant Print,1080P Kids Instant Cameras That Print Photos,Christmas Birthday Gifts for Girls Age 3-12,Portable Toy for 3 4 5 6 7 8 9 10 Year Old Girls Boys Pink",EUR 34.03,4.4 out of 5 stars,"3,088",https://www.amazon.com/Dylanto-Instant-Christmas-Birthday-Portable/dp/B0C6DXY5KC/ref=zg_bs_g_electronics_d_sccl_19/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/61VSwSfw3qL._AC_UL300_SR300,200_.jpg"
70,B09SG2Q23M,"Anker Power Strip Surge Protector (2100J), 12 Outlets with 2 USB A and 1 USB C Port for Multiple Devices, 5ft Extension Cord, 20W Power Delivery Charging for Home, Office, Dorm Essential, TUV Listed",EUR 19.38,4.8 out of 5 stars,"16,695",https://www.amazon.com/Anker-Protector-Multiple-Extension-Essential/dp/B09SG2Q23M/ref=zg_bs_g_electronics_d_sccl_20/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/71FtSiqsK3L._AC_UL300_SR300,200_.jpg"
71,B0BL6DCNGR,"Amazon Fire HD 10 Kids Pro tablet (newest model) ages 6-12. Bright 10.1"" HD screen, includes ad-free content, robust parental controls, 13-hr battery and slim case for older kids, 32 GB, Nebula",EUR 89.34,4.6 out of 5 stars,"8,862",https://www.amazon.com/Amazon_Fire_HD_10_Kids_Pro/dp/B0BL6DCNGR/ref=zg_bs_g_electronics_d_sccl_21/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/71y1G0zFcbL._AC_UL300_SR300,200_.jpg"
72,B0BLTYNJCK,"TESSAN Surge Protector Power Strip, 5 Ft Flat Plug Extension Cord with 3 USB (1 USB C) 8 Outlets, 1250W, 900J Protection, 3 Sided Outlet Extender with Power Switch for Office, Dorm Room Essentials",EUR 15.82,4.8 out of 5 stars,"14,070",https://www.amazon.com/Surge-Protector-Power-Strip-Essentials/dp/B0BLTYNJCK/ref=zg_bs_g_electronics_d_sccl_22/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/61Pg83pxUML._AC_UL300_SR300,200_.jpg"
73,B0CD1JTBSC,Meta Quest 3 512GB | VR Headset — Thirty Percent Sharper Resolution — 2X Graphical Processing Power — Virtual Reality Without Wires — Access to 40+ Games with a 3-Month Trial of Meta Horizon+ Included,EUR 382.70,4.5 out of 5 stars,"4,233",https://www.amazon.com/Meta-Quest-512GB-Breakthrough-Reality-3/dp/B0CD1JTBSC/ref=zg_bs_g_electronics_d_sccl_23/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/61nkctF66PL._AC_UL300_SR300,200_.jpg"
74,B0CGXYM9TP,"Ray-Ban Meta (Gen 1), Wayfarer, Shiny Black | Smart AI Glasses for Men, Women — 12 MP Ultra-Wide Camera, Open-Ear Speakers for Audio, Video Recording and Bluetooth — Clear Lenses — Wearable Technology",EUR 358.09,4.1 out of 5 stars,"4,508",https://www.amazon.com/Meta-Ray-Ban-Glasses-Wayfarer-ultra-wide/dp/B0CGXYM9TP/ref=zg_bs_g_electronics_d_sccl_24/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/51u56F+0GHL._AC_UL300_SR300,200_.jpg"
75,B08KW1KR5H,"JBL Go 3 - Portable Mini Bluetooth Speaker, big audio and punchy bass, IP67 waterproof and dustproof, 5 hours of playtime, speaker for home, outdoor and travel (Black)",EUR 25.48,4.8 out of 5 stars,"52,675",https://www.amazon.com/JBL-Bluetooth-Built-Waterproof-Dustproof/dp/B08KW1KR5H/ref=zg_bs_g_electronics_d_sccl_25/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/715ZUYP5N5L._AC_UL300_SR300,200_.jpg"
76,B0FHWGB7FW,"Wireless Earbuds, Bluetooth 5.4 Headphones Bass Stereo, Ear Buds with Noise Cancelling Mic, LED Display in Ear Earphones Clear Calls, IP7 Waterproof Bluetooth Earbuds for Laptop/Phones/Sports, Black",EUR 15.15,4.6 out of 5 stars,"50,297",https://www.amazon.com/Bluetooth-Headphones-Cancelling-Earphones-Waterproof/dp/B0FHWGB7FW/ref=zg_bs_g_electronics_d_sccl_26/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/71sWRy5QxIL._AC_UL300_SR300,200_.jpg"
77,B0CVDN4QS6,"Amazon Fire HD 8 tablet (newest model), 8” HD Display, 3GB memory, 32GB, designed for portable entertainment, Black",EUR 59.56,4.5 out of 5 stars,"7,267",https://www.amazon.com/Fire-HD-8-Tablet-Black-32GB/dp/B0CVDN4QS6/ref=zg_bs_g_electronics_d_sccl_27/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/717z5zjuBWL._AC_UL300_SR300,200_.jpg"
78,B0D1XD1ZV3,"Apple AirPods Pro 2 Wireless Earbuds, Active Noise Cancellation, Hearing Aid Feature, Bluetooth Headphones, Transparency, Personalized Spatial Audio, High-Fidelity Sound, H2 Chip, USB-C Charging",EUR 153.77,4.6 out of 5 stars,"42,634",https://www.amazon.com/Apple-Cancellation-Transparency-Personalized-High-Fidelity/dp/B0D1XD1ZV3/ref=zg_bs_g_electronics_d_sccl_28/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/61SUj2aKoEL._AC_UL300_SR300,200_.jpg"
79,B0B8PDHRWY,"KODAK PIXPRO Friendly Zoom FZ45-BK 16MP Digital Camera with 4X Optical Zoom 27mm Wide Angle and 2.7"" LCD Screen (Black)",EUR 102.07,4.2 out of 5 stars,"4,426",https://www.amazon.com/KODAK-Friendly-FZ45-BK-Digital-Optical/dp/B0B8PDHRWY/ref=zg_bs_g_electronics_d_sccl_29/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/81gAqtMl3AL._AC_UL300_SR300,200_.jpg"
80,B0D9WVSZ56,Oura Ring 4 - Silver - Size 8 - Size Before You Buy,EUR 296.97,4.2 out of 5 stars,"6,925",https://www.amazon.com/Oura-Ring-Tracking-Wearable-Fitness/dp/B0D9WVSZ56/ref=zg_bs_g_electronics_d_sccl_30/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/51ul5++ZdWL._AC_UL300_SR300,200_.jpg"
81,B09BW1QVVT,"SHOKZ OpenRun Bone Conduction Headphones,Open-Ear Bluetooth Wireless Sport Headphones for Running & Workout,Sweat Resistant, Long 8H Playtime,Mic,Hair Band-Standard-Black",EUR 76.54,4.5 out of 5 stars,"36,375",https://www.amazon.com/Shokz-OpenRun-Conduction-Headphones-Built/dp/B09BW1QVVT/ref=zg_bs_g_electronics_d_sccl_81/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/41BJP39NtLL._AC_UL300_SR300,200_.jpg"
82,B0DC6GXZSV,"Surge Protector Power Strip - CHCORE 5Ft Braided Extension Cord with 8 Outlets with 4 USB (2 USB C) Charging Ports, Flat Plug Multi Plug Outlet Extender Charging Station for Home Office, ETL, White",EUR 7.62,4.6 out of 5 stars,"5,821",https://www.amazon.com/Surge-Protector-Power-Strip-Extension/dp/B0DC6GXZSV/ref=zg_bs_g_electronics_d_sccl_82/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/61MdVuHxxdL._AC_UL300_SR300,200_.jpg"
83,B08PJ7JMQM,"JBL Clip 4 - Portable Mini Bluetooth Speaker, big audio and punchy bass, integrated carabiner, IP67 waterproof and dustproof, 10 hours of playtime, speaker for home, outdoor and travel (Black)",EUR 38.27,4.8 out of 5 stars,"34,360",https://www.amazon.com/JBL-Clip-Built-Waterproof-JBLCLIP4BLKAM/dp/B08PJ7JMQM/ref=zg_bs_g_electronics_d_sccl_83/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/712bkrVtjHL._AC_UL300_SR300,200_.jpg"
84,B07QK2SPP7,"JBL FLIP 5, Waterproof Portable Bluetooth Speaker, Black, Small",EUR 68.03,4.7 out of 5 stars,"82,497",https://www.amazon.com/JBL-Waterproof-Portable-Bluetooth-Speaker/dp/B07QK2SPP7/ref=zg_bs_g_electronics_d_sccl_84/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/71XPqtugdsL._AC_UL300_SR300,200_.jpg"
85,B0BZPKVYW1,"Bluetooth Speaker White Elephant Gifts:Induction Cell Phone Stand HD Sound Gift for Men Women Adults Birthday Christmas Secret Santa,Kitchen Gadget Mom Wife Dad Husband Teen Stocking Stuffers(Black)",EUR 22.97,4.4 out of 5 stars,"1,354",https://www.amazon.com/White-Elephant-Gifts-Adults-Useful/dp/B0BZPKVYW1/ref=zg_bs_g_electronics_d_sccl_85/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/71AW3DLKTuL._AC_UL300_SR300,200_.jpg"
86,B0BP7JJWHC,"Kids Smart Watch Gift for Girls Age 5-12, 39 Games HD Touch Screen Watches with Video Camera Music Player Pedometer Flashlight 12/24 hr Educational Toys Birthday Gifts for Girls Ages 7 8 9 10",EUR 28.07,4.4 out of 5 stars,"2,513",https://www.amazon.com/Watches-Pedometer-Flashlight-Educational-Birthday/dp/B0BP7JJWHC/ref=zg_bs_g_electronics_d_sccl_86/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/61Cdak-wIbL._AC_UL300_SR300,200_.jpg"
87,B0CX1FRR27,"Portable Bluetooth Speaker with Lights, Stocking Stuffers, Powerful Crystal Clear Sound, IPX5 Waterproof, All Day Playtime, BT 5.3, TWS Paring, Small Wireless Speaker for Outdoor, White Elephant Gifts",EUR 16.14,4.6 out of 5 stars,"5,141",https://www.amazon.com/CHIFENCHY-Portable-Bluetooth-Powerful-Waterproof/dp/B0CX1FRR27/ref=zg_bs_g_electronics_d_sccl_87/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/81p9DPknjLL._AC_UL300_SR300,200_.jpg"
88,B09VMJM5RD,"Velcro Brand Easy Hang Extension Cord Holder Organizer Variety Pack | Holds 60-100lbs, Heavy Duty Straps Fit Easily on Hooks or Nails | Perfect for Garage Organization | 3-pk 10"",14"" and 18"", Black",EUR 10.15,4.8 out of 5 stars,"2,176",https://www.amazon.com/VELCRO-Brand-Extension-Organizer-Organization/dp/B09VMJM5RD/ref=zg_bs_g_electronics_d_sccl_88/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/81fTUF+mz0L._AC_UL300_SR300,200_.jpg"
89,B00TP1BWMK,"Amazon Basics Surge Protector Power Strip, 6-Outlet with 200J Protection, 2ft Extension Cord, Rectangle, White (2 Pack)",EUR 10.10,4.7 out of 5 stars,"42,594",https://www.amazon.com/Amazon-Basics-Protector-Protection-Extension/dp/B00TP1BWMK/ref=zg_bs_g_electronics_d_sccl_89/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/61hauoqk-sL._AC_UL300_SR300,200_.jpg"
90,B0D6WD2QSQ,"Bose SoundLink Flex Bluetooth Speaker (2nd Gen) - Portable Outdoor Speaker with Hi-Fi Audio, Waterproof and Dustproof, USB-C, Up to 12 Hours Battery Life, Black",EUR 101.26,4.7 out of 5 stars,"8,175",https://www.amazon.com/Bose-SoundLink-Bluetooth-Waterproof-Dustproof/dp/B0D6WD2QSQ/ref=zg_bs_g_electronics_d_sccl_90/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/7192Qca-fUL._AC_UL300_SR300,200_.jpg"
91,B0DN45YMP6,"JBL Vibe Beam 2 - True Wireless Noise Cancelling Earbuds with JBL Pure Bass Sound & Smart Ambient technology, 4mics for crisp, clear calls, up to 40Hrs of Playback, IP54 Dust & Water resistant (Black)",EUR 29.78,4.2 out of 5 stars,"2,047",https://www.amazon.com/JBL-Vibe-Beam-Cancelling-Technology/dp/B0DN45YMP6/ref=zg_bs_g_electronics_d_sccl_91/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/618f5yBk26L._AC_UL300_SR300,200_.jpg"
92,B07FW3GTXB,Alex Tech 10ft - 1/2 inch Cord Protector Wire Loom Tubing Cable Sleeve Split Sleeving For USB Cable Power Cord Audio Video Cable – Protect Cat From Chewing - Black,EUR 7.65,4.7 out of 5 stars,"79,418",https://www.amazon.com/Alex-Tech-10ft-Protector-Sleeving/dp/B07FW3GTXB/ref=zg_bs_g_electronics_d_sccl_92/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/71t6eXtVD6L._AC_UL300_SR300,200_.jpg"
93,B0D49L5718,"Kids Instant Digital Cameras for Boys and Girls, 1080P HD Dual-Lens Selfie Digital Camera with Print Paper & 32G Card, Christmas Birthday Gifts Toys for Toddler and Teenagers Age 3-16 Years Old",EUR 32.33,4.5 out of 5 stars,"1,609",https://www.amazon.com/Upgrade-Dual-Lens-Christmas-Birthday-Teenagers/dp/B0D49L5718/ref=zg_bs_g_electronics_d_sccl_93/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/71P7KBlTHmL._AC_UL300_SR300,200_.jpg"
94,B0B7B6KLH3,"【Pack of 2】 New Universal Remote for All Samsung TV Remote, Replacement Compatible for All Samsung Smart TV, LED, LCD, HDTV, 3D, Series TV",EUR 8.48,4.5 out of 5 stars,"16,944",https://www.amazon.com/Universal-Remote-Samsung-Replacement-Compatible/dp/B0B7B6KLH3/ref=zg_bs_g_electronics_d_sccl_94/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/71D1l4Dne5L._AC_UL300_SR300,200_.jpg"
95,B0CT9XTKKM,"JBL Tune 770NC - Adaptive Noise Cancelling with Smart Ambient Wireless Over-Ear Headphones, Bluetooth 5.3, Up to 70H Battery Life with Speed Charge, Lightweight, Comfortable & Foldable Design (Black)",EUR 68.03,4.5 out of 5 stars,"3,632",https://www.amazon.com/JBL-TUNE-770NC-Lightweight-comfortable/dp/B0CT9XTKKM/ref=zg_bs_g_electronics_d_sccl_95/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/51V1bf76cML._AC_UL300_SR300,200_.jpg"
96,B09KP9XVR6,"Phyulls Smart Watch for Kids with 39 Games Alarm Clock, Touchscreen, Calendaring Camera Music Player Time Display Video & Audio Recording, Toys for 3-12 Years Old Boys",EUR 28.07,4.3 out of 5 stars,"3,982",https://www.amazon.com/Touchscreen-Calendaring-Display-Recording-Toddler/dp/B09KP9XVR6/ref=zg_bs_g_electronics_d_sccl_96/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/71PjidaynlL._AC_UL300_SR300,200_.jpg"
97,B09HK12K5M,"Apple iPad 2021 (10.2-inch, Wi-Fi, 64GB) - Space Gray (Renewed)",EUR 164.06,4.4 out of 5 stars,"4,078",https://www.amazon.com/2021-Apple-10-2-inch-iPad-Wi-Fi/dp/B09HK12K5M/ref=zg_bs_g_electronics_d_sccl_97/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/51xY8slj3XL._AC_UL300_SR300,200_.jpg"
98,B0DN2ZCZX6,"JBL Charge 6 - Portable Waterproof & Drop-Proof Bluetooth Speaker, Bold JBL Pro Sound with AI Sound Boost, 28Hrs of Playtime, Built-in powerbank & Comes with a Sturdy/Removable Carrying Strap (Black)",EUR 109.30,4.7 out of 5 stars,"2,428",https://www.amazon.com/JBL-Charge-Waterproof-Drop-Proof-Built/dp/B0DN2ZCZX6/ref=zg_bs_g_electronics_d_sccl_98/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/71OAC2L15TL._AC_UL300_SR300,200_.jpg"
99,B0CKKLDZM8,"One Beat 10Ft Extension Cord with Multiple Outlets,Flat Plug Power Strip Surge Protector with 10 Ft Long Cord,6 Outlet 4 USB Ports (2USB C),Multi Outlet Wall Plug for Travel,College,Dorm Essentials",EUR 10.20,4.8 out of 5 stars,"6,399",https://www.amazon.com/Extension-Multiple-Outlets-Protector-Essentials/dp/B0CKKLDZM8/ref=zg_bs_g_electronics_d_sccl_99/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/618I9hPCIjL._AC_UL300_SR300,200_.jpg"
100,B09BKHHL5H,"5 Outlet Extender Multi Plug Wall Outlets with 4 USB Charging Ports (1 USB C Outlet), 3 Sided 1680J Surge Protector Power Strip USB Wall Charger for Home, Office, Travel, ETL Listed, White",EUR 7.64,4.7 out of 5 stars,"38,433",https://www.amazon.com/Lvetek-Extender-Outlets-Charging-Protector/dp/B09BKHHL5H/ref=zg_bs_g_electronics_d_sccl_100/137-4736406-6708022?psc=1,"https://images-na.ssl-images-amazon.com/images/I/51hUUjfardL._AC_UL300_SR300,200_.jpg"
